Resp;Desc Resp;VP;Gerencia;Proc;Desc Proc;Item;Desc Item;Classif;CC; Jan-25 ; Feb-25 ; Mar-25 ; Apr-25 ; May-25 ; Jun-25 ; Jul-25 ; Aug-25 ; Sep-25 ; Oct-25 ; Nov-25 ; Dec-25 ; FY25 ; FY26 ; FY27 ; FY28 ; FY29 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6314;Relaciones Internas y Publicas          ;Expenses;101410116314; -   ; -   ; 5.304 ; -   ; -   ; 5.304 ; -   ; -   ; 6.188 ; -   ; -   ; 5.304 ; 22.100 ; 25.135 ; 25.496 ; 24.832 ; 25.598 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6322;Mantencion Equipos y Elementos Medio Amb;Expenses;101410116322; 1.009 ; 954 ; 1.091 ; 908 ; 899 ; 899 ; 954 ; 944 ; 963 ; 1.045 ; 981 ; 981 ; 11.627 ; 10.859 ; 12.355 ; 11.974 ; 12.129 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6331;Estudios Compensacion Queñoas           ;Expenses;101410116331; 24.420 ; 22.220 ; 26.180 ; 23.980 ; 24.420 ; 23.980 ; 22.220 ; 22.880 ; 23.100 ; 26.180 ; 22.880 ; 25.520 ; 287.980 ; 260.534 ; 315.451 ; 281.701 ; 333.368 
1014;Ste. Proyectos y Estudios Ambientales   ;GMA;GMA;1011;Dpto. Medio Ambiente                    ;6421;Permisos Sectoriales                    ;Expenses;101410116421; 6.933 ; 6.800 ; 7.400 ; 7.400 ; 7.133 ; 6.867 ; 7.133 ; 7.733 ; 7.733 ; 6.867 ; 6.933 ; 6.533 ; 85.467 ; 110.806 ; 105.048 ; 109.499 ; 111.903 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;3101;Remuneraciones Supervision              ;Labor;110211113101; 63.876 ; 57.520 ; 56.972 ; 81.570 ; 62.480 ; 64.651 ; 69.202 ; 56.800 ; 67.024 ; 68.602 ; 60.968 ; 75.089 ; 784.755 ; 829.680 ; 781.555 ; 887.066 ; 969.931 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;4556;Contratos Mantencion Mecanica           ;Contractors;110211114556; -   ; 3.210 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.780 ; -   ; -   ; -   ; 6.990 ; 7.417 ; 6.372 ; 6.708 ; 6.428 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;4125;Otros Materiales                        ;S&C;110211114125; -   ; -   ; 10.506 ; -   ; -   ; -   ; -   ; 11.300 ; -   ; -   ; -   ; -   ; 21.806 ; 24.384 ; 23.317 ; 23.771 ; 23.117 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5111;Pasajes Nacionales                      ;Expenses;110211115111; 2.062 ; 1.376 ; 2.305 ; 3.498 ; 3.220 ; 5.247 ; 3.553 ; 3.158 ; 4.016 ; 1.291 ; 2.170 ; 2.832 ; 34.728 ; 36.532 ; 38.566 ; 39.408 ; 36.394 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;110211115112; 1.135 ; 569 ; 2.552 ; 656 ; 674 ; 2.233 ; 662 ; 2.405 ; 2.622 ; 645 ; 1.188 ; 1.588 ; 16.928 ; 15.111 ; 17.078 ; 15.951 ; 16.374 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5113;Gastos Representacion Nacionales        ;Expenses;110211115113; 673 ; 748 ; 741 ; 635 ; 748 ; 692 ; 698 ; 667 ; 735 ; 617 ; 748 ; 654 ; 8.354 ; 8.569 ; 7.264 ; 8.230 ; 8.332 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5121;Pasajes Internacionales                 ;Expenses;110211115121; 3.247 ; 3.306 ; 12.793 ; 3.008 ; 3.336 ; 22.894 ; 3.425 ; 3.127 ; 2.949 ; 3.574 ; 3.127 ; 3.038 ; 67.825 ; 61.403 ; 60.413 ; 74.459 ; 74.941 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;110211115122; -   ; -   ; 2.450 ; -   ; -   ; 6.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.450 ; 7.507 ; 8.381 ; 9.053 ; 9.268 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5201;Arriendo Vehiculos                      ;Expenses;110211115201; 29.967 ; 26.457 ; 26.727 ; 32.127 ; 29.697 ; 28.077 ; 29.697 ; 29.157 ; 28.887 ; 29.967 ; 31.047 ; 27.807 ; 349.614 ; 369.422 ; 323.059 ; 376.482 ; 347.146 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5202;Mant., Rev. Tec., Patente Vehiculos Prop;Expenses;110211115202; -   ; -   ; 2.061 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2.061 ; 2.168 ; 2.173 ; 2.139 ; 2.146 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5203;Combustibles                            ;Expenses;110211115203; 2.631 ; 2.564 ; 2.609 ; 2.609 ; 2.631 ; 2.361 ; 2.339 ; 2.249 ; 2.429 ; 2.564 ; 2.316 ; 2.227 ; 29.529 ; 26.468 ; 29.657 ; 29.186 ; 26.413 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5301;Materiales y Utiles de Escritorio       ;Expenses;110211115301; 2.839 ; 2.471 ; 3.150 ; 2.618 ; 2.643 ; 2.814 ; 2.965 ; 2.814 ; 2.814 ; 2.863 ; 2.614 ; 2.839 ; 33.443 ; 34.379 ; 28.849 ; 35.082 ; 32.249 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;110211115302; -   ; 2.445 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2.445 ; 2.095 ; 2.338 ; 2.383 ; 2.159 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;110211115411; 885 ; 825 ; 796 ; 766 ; 863 ; 1.074 ; 840 ; 788 ; 736 ; 796 ; 818 ; 758 ; 9.945 ; 10.993 ; 12.080 ; 12.241 ; 12.548 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5412;Otros Gasto Prevencion de Riesgo        ;Expenses;110211115412; -   ; 4.791 ; 21.541 ; 4.882 ; 4.928 ; 5.339 ; 21.732 ; 4.472 ; 5.156 ; 4.791 ; 19.635 ; -   ; 97.267 ; 98.634 ; 96.249 ; 104.279 ; 102.891 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5413;Gastos EPF;Expenses;110211115413; 371.250 ; 371.250 ; 412.500 ; 423.750 ; 408.750 ; 393.750 ; 423.750 ; 420.000 ; 397.500 ; 431.250 ; 375.000 ; 397.500 ; 4.826.250 ; -   ; -   ; -   ; -   
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5501;Honorarios Consultores Nacionales       ;Expenses;110211115501; 57.750 ; 68.250 ; 63.583 ; 70.000 ; 62.417 ; 63.000 ; 57.750 ; 58.917 ; 70.000 ; 62.417 ; 60.667 ; 60.083 ; 754.833 ; 791.767 ; 695.374 ; 854.106 ; 724.234 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5502;Honorarios Consultores Extranjeros      ;Expenses;110211115502; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43.560 ; -   ; -   ; -   ; -   ; 43.560 ; 51.838 ; 48.984 ; 46.483 ; 47.892 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5503;Otros Gastos Consultores                ;Expenses;110211115503; 1.295 ; 23.781 ; 1.406 ; 1.307 ; 21.349 ; 15.271 ; 18.181 ; 1.307 ; 1.430 ; 1.393 ; 7.417 ; 1.270 ; 95.407 ; 82.461 ; 88.655 ; 87.128 ; 85.772 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5505;Contratos Servicios Externos            ;Expenses;110211115505; 26.094 ; 27.530 ; 28.487 ; 24.418 ; 24.657 ; 28.487 ; 24.418 ; 23.939 ; 25.854 ; 23.700 ; 28.248 ; 23.700 ; 309.531 ; 315.296 ; 305.402 ; 300.584 ; 315.599 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5603;Otros Gastos Reuniones                  ;Expenses;110211115603; 974 ; 974 ; 1.103 ; 5.509 ; 919 ; 947 ; 4.870 ; 910 ; 910 ; 5.755 ; 974 ; 5.098 ; 28.943 ; 31.237 ; 26.782 ; 31.070 ; 30.115 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6148;Gastos Cafeteria                        ;Expenses;110211116148; 1.913 ; 1.862 ; 2.176 ; 2.121 ; 2.012 ; 2.176 ; 1.849 ; 2.103 ; 2.031 ; 1.994 ; 2.085 ; 2.015 ; 24.337 ; 24.242 ; 20.702 ; 20.944 ; 20.807 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6252;Arriendo Salas-Equipos D. Org.          ;Expenses;110211116252; -   ; -   ; 711 ; -   ; -   ; -   ; -   ; 644 ; -   ; -   ; -   ; 622 ; 1.978 ; 1.985 ; 1.882 ; 1.939 ; 2.090 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6311;Elementos Seguridad                     ;Expenses;110211116311; 199 ; 173 ; 204 ; 196 ; 190 ; 197 ; 184 ; 177 ; 201 ; 185 ; 185 ; 179 ; 2.270 ; 2.446 ; 2.313 ; 2.217 ; 2.086 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6312;Mantencion Equipos y Elementos Seguridad;Expenses;110211116312; -   ; -   ; -   ; 4.893 ; -   ; -   ; -   ; -   ; 4.478 ; -   ; -   ; -   ; 9.372 ; 8.426 ; 9.073 ; 8.415 ; 8.712 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6319;Gtos. Materiales de Seguridad           ;Expenses;110211116319; -   ; -   ; -   ; -   ; -   ; 5.355 ; -   ; -   ; -   ; -   ; 5.597 ; -   ; 10.952 ; 11.144 ; 11.099 ; 11.822 ; 10.673 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6438;Gastos Publicaciones                    ;Expenses;110211116438; 3.919 ; -   ; -   ; -   ; 5.382 ; -   ; 4.063 ; -   ; -   ; -   ; -   ; 5.244 ; 18.608 ; 18.993 ; 16.122 ; 15.985 ; 18.148 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6518;Regalos Corporativos                    ;Expenses;110211116518; 2.723 ; 2.888 ; 3.108 ; 3.218 ; 2.805 ; 3.163 ; 2.915 ; 2.805 ; 3.218 ; 2.860 ; 2.970 ; 3.135 ; 35.805 ; 35.203 ; 34.015 ; 38.285 ; 33.211 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6621;Honorarios y Otros Gastos Auditorias    ;Expenses;110211116621; 11.211 ; -   ; -   ; -   ; -   ; -   ; 10.302 ; -   ; -   ; -   ; -   ; -   ; 21.513 ; 23.361 ; 21.417 ; 21.449 ; 20.528 
1102;Gerente Seguridad & Salud Ocupacional  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6711;Seguros Bienes Fisicos                  ;Expenses;110211116711; -   ; -   ; -   ; 3.437 ; -   ; -   ; -   ; -   ; 3.499 ; -   ; -   ; -   ; 6.937 ; 7.292 ; 6.957 ; 7.102 ; 7.119 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;3101;Remuneraciones Supervision              ;Labor;110311113101; 59.270 ; 45.208 ; 42.673 ; 65.756 ; 49.458 ; 51.654 ; 52.438 ; 45.956 ; 49.896 ; 58.904 ; 47.402 ; 60.419 ; 629.034 ; 680.117 ; 725.780 ; 647.721 ; 647.095 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5111;Pasajes Nacionales                      ;Expenses;110311115111; 4.140 ; 4.320 ; 4.104 ; 3.960 ; 4.176 ; 4.410 ; 4.326 ; 4.704 ; 4.503 ; 3.960 ; 4.212 ; 3.996 ; 50.811 ; 53.460 ; 54.507 ; 50.592 ; 54.242 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;110311115112; 1.289 ; 1.252 ; 1.289 ; 1.277 ; 1.204 ; 1.447 ; 1.386 ; 1.398 ; 1.289 ; 1.435 ; 1.362 ; 1.384 ; 16.013 ; 16.060 ; 15.804 ; 15.416 ; 16.134 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5121;Pasajes Internacionales                 ;Expenses;110311115121; -   ; -   ; -   ; -   ; -   ; -   ; 9.580 ; -   ; -   ; -   ; -   ; -   ; 9.580 ; 8.790 ; 9.820 ; 8.209 ; 9.862 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5122;Hoteles Estadia Alimentacion Extranjero ;Expenses;110311115122; -   ; -   ; -   ; -   ; -   ; -   ; 2.800 ; -   ; -   ; -   ; -   ; -   ; 2.800 ; 2.654 ; 2.742 ; 3.096 ; 2.931 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5201;Arriendo Vehiculos                      ;Expenses;110311115201; 3.311 ; 2.778 ; 3.198 ; 2.806 ; 3.367 ; 3.086 ; 2.974 ; 3.311 ; 2.806 ; 3.170 ; 3.002 ; 3.226 ; 37.035 ; 40.188 ; 37.617 ; 40.262 ; 36.131 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5203;Combustibles                            ;Expenses;110311115203; 1.996 ; 2.157 ; 2.036 ; 2.056 ; 2.097 ; 1.976 ; 1.976 ; 1.996 ; 2.137 ; 2.177 ; 2.298 ; 2.218 ; 25.119 ; 27.605 ; 25.153 ; 28.568 ; 25.857 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5302;Suscripciones Varias (Fisicas y Electron;Expenses;110311115302; -   ; -   ; -   ; -   ; 1.188 ; -   ; -   ; -   ; -   ; 1.386 ; -   ; -   ; 2.575 ; 2.346 ; 2.700 ; 2.680 ; 2.483 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;110311115411; 363 ; 393 ; 396 ; 340 ; 366 ; 393 ; 389 ; 389 ; 356 ; 343 ; 327 ; 389 ; 4.445 ; 4.400 ; 4.172 ; 4.630 ; 4.706 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5501;Honorarios Consultores Nacionales       ;Expenses;110311115501; -   ; 6.188 ; -   ; 5.681 ; 6.638 ; 5.738 ; -   ; 5.963 ; 6.469 ; 5.625 ; -   ; 6.075 ; 48.375 ; 50.449 ; 49.218 ; 51.246 ; 50.707 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5503;Otros Gastos Consultores                ;Expenses;110311115503; -   ; 1.021 ; 300 ; 1.067 ; 1.414 ; 1.356 ; 543 ; 966 ; 1.911 ; 975 ; 340 ; 1.485 ; 11.379 ; 12.502 ; 11.080 ; 11.917 ; 12.372 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6123;Flete Cargas Varias                     ;Expenses;110311116123; -   ; 758 ; -   ; 683 ; -   ; 689 ; -   ; 619 ; -   ; 676 ; -   ; 657 ; 4.083 ; 4.243 ; 3.851 ; 4.270 ; 3.915 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6148;Gastos Cafeteria                        ;Expenses;110311116148; 550 ; 644 ; 605 ; 583 ; 539 ; 616 ; 600 ; 550 ; 633 ; 589 ; 655 ; 594 ; 7.156 ; 6.449 ; 6.609 ; 6.359 ; 7.489 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6271;Medicamentos Elementos Primeros Auxilios;Expenses;110311116271; 28.361 ; 27.375 ; 28.361 ; 32.384 ; 27.868 ; 27.621 ; 29.101 ; 24.909 ; 24.662 ; 24.909 ; 28.115 ; 26.882 ; 330.548 ; 352.410 ; 293.629 ; 291.097 ; 333.863 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6273;Aseo y Mantencion Equipos Medicos y Poli;Expenses;110311116273; 989 ; 1.009 ; 8.998 ; 6.907 ; 17.968 ; 9.697 ; 1.096 ; 1.114 ; 8.998 ; 6.660 ; 18.335 ; 8.998 ; 90.770 ; 91.956 ; 84.512 ; 101.047 ; 91.005 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6274;Servicios Medicos Policlinico           ;Expenses;110311116274; 253.560 ; 218.885 ; 216.718 ; 223.220 ; 251.393 ; 240.557 ; 255.727 ; 253.560 ; 234.055 ; 229.721 ; 212.384 ; 234.055 ; 2.823.836 ; 3.085.324 ; 2.910.448 ; 2.940.360 ; 2.694.214 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6275;Examenes Medicos Ocupacionales          ;Expenses;110311116275; 17.577 ; 17.731 ; 17.268 ; 17.885 ; 16.189 ; 16.960 ; 18.193 ; 18.502 ; 16.960 ; 17.731 ; 17.731 ; 15.580 ; 208.305 ; 204.751 ; 217.966 ; 211.015 ; 182.555 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6276;Examenes Medicos Preventivo             ;Expenses;110311116276; 53.617 ; 50.744 ; 48.351 ; 53.138 ; 46.915 ; 46.915 ; 47.393 ; 50.266 ; 47.393 ; 55.532 ; 47.393 ; 50.744 ; 598.400 ; 612.802 ; 597.782 ; 609.970 ; 555.457 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6277;Examenes Medicos Politica Alcohol y Drog;Expenses;110311116277; 3.339 ; 3.475 ; 3.918 ; 3.782 ; 3.339 ; 13.310 ; 3.611 ; 3.782 ; 3.952 ; 3.509 ; 14.774 ; 3.709 ; 64.501 ; 61.960 ; 73.073 ; 72.195 ; 63.409 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6281;Consultores y otros Gtos. Estudio Altura;Expenses;110311116281; -   ; -   ; -   ; -   ; -   ; 28.301 ; 30.971 ; -   ; -   ; -   ; -   ; -   ; 59.272 ; 55.365 ; 54.518 ; 56.699 ; 59.008 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6314;Relaciones Internas y Publicas          ;Expenses;110311116314; 29.088 ; 30.218 ; 29.935 ; 29.653 ; 28.523 ; 30.783 ; 33.042 ; 30.218 ; 31.348 ; 31.912 ; 29.939 ; 28.245 ; 362.904 ; 387.495 ; 368.855 ; 394.667 ; 349.313 
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6517;Auspicios  Congresos Ferias             ;Expenses;110311116517; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 13 ; -   ; -   ; -   ; -   
1103;Jefe Salud Ocupacional                  ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6621;Honorarios y Otros Gastos Auditorias    ;Expenses;110311116621; -   ; -   ; -   ; 16.878 ; 17.460 ; -   ; -   ; -   ; -   ; 15.423 ; 16.878 ; -   ; 66.639 ; 64.986 ; 64.563 ; 60.081 ; 64.888 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;3101;Remuneraciones Supervision              ;Labor;110411113101; 29.939 ; 24.652 ; 24.868 ; 32.034 ; 25.985 ; 26.632 ; 31.907 ; 25.985 ; 23.521 ; 33.054 ; 24.035 ; 28.572 ; 331.184 ; 300.639 ; 311.530 ; 369.783 ; 374.307 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5111;Pasajes Nacionales                      ;Expenses;110411115111; -   ; 612 ; 108 ; -   ; -   ; 113 ; -   ; -   ; 112 ; -   ; -   ; 103 ; 1.049 ; 1.204 ; 1.046 ; 1.121 ; 1.150 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;110411115112; -   ; 1.123 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.123 ; 980 ; 1.137 ; 966 ; 1.052 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5201;Arriendo Vehiculos                      ;Expenses;110411115201; 1.599 ; 1.375 ; 1.529 ; 1.501 ; 1.669 ; 1.599 ; 1.543 ; 1.389 ; 1.529 ; 1.641 ; 1.403 ; 1.473 ; 18.251 ; 18.574 ; 19.816 ; 19.962 ; 17.384 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5203;Combustibles                            ;Expenses;110411115203; 454 ; 475 ; 483 ; 496 ; 437 ; 433 ; 441 ; 475 ; 475 ; 462 ; 483 ; 424 ; 5.536 ; 5.701 ; 5.540 ; 4.901 ; 5.890 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5301;Materiales y Utiles de Escritorio       ;Expenses;110411115301; 357 ; -   ; -   ; -   ; 420 ; -   ; -   ; -   ; 185 ; -   ; -   ; -   ; 962 ; 925 ; 953 ; 852 ; 924 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5411;Ropa y Equipos Proteccion Personal      ;Expenses;110411115411; 262 ; 264 ; 249 ; 253 ; 249 ; 244 ; 246 ; 235 ; 227 ; 253 ; 240 ; 253 ; 2.974 ; 2.616 ; 2.887 ; 2.684 ; 2.650 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5501;Honorarios Consultores Nacionales       ;Expenses;110411115501; -   ; -   ; -   ; -   ; 23.600 ; -   ; -   ; 20.000 ; -   ; -   ; -   ; 10.600 ; 54.200 ; 59.558 ; -   ; -   ; -   
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5503;Otros Gastos Consultores                ;Expenses;110411115503; -   ; -   ; 2.484 ; -   ; 7.630 ; -   ; 4.816 ; -   ; -   ; -   ; -   ; -   ; 14.930 ; 15.999 ; 13.752 ; 13.505 ; 13.552 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6314;Relaciones Internas y Publicas          ;Expenses;110411116314; -   ; -   ; -   ; 12.996 ; -   ; 2.100 ; 5.729 ; -   ; -   ; -   ; -   ; -   ; 20.825 ; 19.807 ; 19.180 ; 19.769 ; 21.541 
1104;Jefe de Higiene                         ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;6315;Contrato Monitoreo Condiciones Ambiental;Expenses;110411116315; 3.890 ; 3.786 ; 4.133 ; 3.820 ; 3.994 ; 4.029 ; 4.168 ; 3.508 ; 3.751 ; 4.098 ; 3.508 ; 4.063 ; 46.747 ; 46.214 ; 48.079 ; 45.285 ; 42.618 
1105;Ste. Seguridad                          ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;3101;Remuneraciones Supervision              ;Labor;110511113101; 242.721 ; 186.534 ; 191.715 ; 254.702 ; 187.920 ; 217.581 ; 252.132 ; 196.868 ; 178.971 ; 235.121 ; 206.543 ; 219.170 ; 2.569.980 ; 2.456.697 ; 2.897.768 ; 2.835.670 ; 3.144.695 
1105;Ste. Seguridad                          ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5111;Pasajes Nacionales                      ;Expenses;110511115111; 1.764 ; 1.926 ; 5.568 ; 4.704 ; 4.620 ; 3.528 ; 2.688 ; 4.368 ; 4.800 ; 5.280 ; 5.508 ; 1.959 ; 46.713 ; 45.646 ; 50.598 ; 49.934 ; 52.553 
1105;Ste. Seguridad                          ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5112;Hoteles Estadia Alimentacion Nacionales ;Expenses;110511115112; 904 ; 792 ; 2.816 ; 2.464 ; 2.074 ; 1.904 ; 1.133 ; 1.776 ; 2.554 ; 3.046 ; 3.283 ; 989 ; 23.734 ; 23.677 ; 21.616 ; 22.548 ; 25.745 
1105;Ste. Seguridad                          ;GSSO;GSSO;1111;Dpto. Seguridad y Salud Ocupacional     ;5121;Pasajes Internacionales                 ;Expenses;110511115121; -   ; -   ; -   ; -   ; 8.855 ; -   ; -   ; 8.614 ; -   ; -   ; -   ; -   ; 17.469 ; 18.068 ; 18.155 ; 18.260 ; 20.065 
